total_cup_points,species,country_of_origin,farm_name,mill,company,bag_weight_raw,bag_weight_unit,number_of_bags,region,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance
79.58,Arabica,Mexico,NA,finca custepec,beneficio custepec s.a. de c.v.,1,kg,250,la concordia,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Wet,7.25,6.92,6.92,7.33,7.25,7
79.5,Arabica,Nicaragua,las nubes,NA,cooperativa el gorrion r.l,69,kg,275,jinotega,2015,"July 6th, 2015",COOPERATIVA EL GORRION R.L,Caturra,Dry,6.92,6.92,7,7.42,7.25,7
79.5,Arabica,Taiwan,su-zhen huang 黃素真,黑咖啡道咖啡,blossom valley宸嶧國際,2,kg,10,nantou,2014,"May 23rd, 2015",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Dry,6.92,7,7.17,7,7.42,7
79.5,Arabica,Colombia,NA,trilladora boananza,exportadora de cafe condor s.a,70,kg,250,cundinamarca,2013,"June 21st, 2013",Exportadora de Cafe Condor S.A,Caturra,Wet,7.83,7.5,7.42,7.42,7.67,7.5
79.5,Arabica,Mexico,NA,finca custepec,beneficio custepec s.a. de c.v.,1,kg,250,la concordia,2012,"August 1st, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Wet,7.25,7.08,6.92,7.25,7.58,7.08
79.5,Arabica,Mexico,casa blanca,NA,NA,1,kg,127,"coatepec, coatepec",2012,"July 11th, 2012",MARIO JOSE FERNANDEZ,Typica,Wet,7.25,7.33,7,7.25,7.17,7.17
79.42,Arabica,Guatemala,el papaturro,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"May 13th, 2014",Juan Luis Alvarado Romero,Bourbon,Wet,7.08,7.33,7.25,7.58,7.33,7.42
79.42,Arabica,Guatemala,various,las americas,outspan guatemala s.a.,69,kg,275,oriente,2014,"March 31st, 2014",Juan Luis Alvarado Romero,Other,Wet,7.25,7.33,6.83,7,7,7.17
79.42,Arabica,Mexico,cre-leg l-4,cre-leg beneficio,cafessisimo compañia s.a. de c.v.,1,kg,10,xicotepec de juarez,2012,"September 11th, 2012",ADRIANA TORRES RICO QUEVEDO,Typica,Wet,7,6.83,6.83,7.42,7.33,7.17
79.33,Arabica,Cote d?Ivoire,cnra station of divo,cnra station of divo,royal 1750 coffee,1,kg,2,cnra station of divo,2016,"June 6th, 2017",Rre Kunene,NA,Wet,7.42,7.25,6.83,7,7.33,7.08
79.33,Arabica,Colombia,several,spot,the coffee source inc.,3,lbs,250,pereira,2013,"January 8th, 2014",The Coffee Source Inc.,Caturra,Wet,7.42,7.25,6.75,7.25,7.42,7.25
79.33,Arabica,Mexico,el encanto,"el olvido, zentla, veracruz",NA,1,kg,30,zentla,2012,"September 17th, 2012",ERIC JESUS CORDOBA ARROYO,Typica,Wet,7,7,6.83,7.33,7.42,6.92
79.33,Arabica,Mexico,la gloria,"el olvido, zentla, veracruz",NA,1,kg,50,zentla,2012,"September 10th, 2012",ERIC JESUS CORDOBA ARROYO,Typica,Wet,7.42,7.17,7.08,7.17,7.08,7.08
79.33,Arabica,Guatemala,conquista / morito,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"January 13th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.17,6.5,6.33,7.25,7.58,7.33
79.25,Arabica,Taiwan,baishencun coffee farm百勝村咖啡莊園,baishengcun coffee 百勝村咖啡莊園,"red on tree co., ltd.",20,kg,50,natou county,2014,"November 7th, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Wet,7.08,6.83,6.83,7.25,7.42,7.08
79.25,Arabica,Mexico,el aguacate,cafes de naranjal s.a. de c.v.,cafes de naranjal s.a. de c.v,1,kg,12,veracruz,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Wet,7,7,6.92,7.17,7.17,7.08
79.17,Arabica,Guatemala,las delicias,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,santa rosa,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.33,7.42,7.33,7.42,7.5,7.42
79.17,Arabica,Honduras,la bendicion,dry in solar beds,coffee planet corporation s.a,69,kg,15,ocotepeque,2017,"July 27th, 2017",Janny Marlith Torres,Catuai,Wet,7.58,7,6.75,6.92,7,6.92
79.17,Arabica,Guatemala,chapultepec,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,occidente,2016,"May 23rd, 2016",Juan Luis Alvarado Romero,Bourbon,Wet,7.08,7,6.92,7.42,7,6.92
79.17,Arabica,Guatemala,el chile,la conquista,mercon guatemala s.a.,69,kg,275,nuevo oriente,2015,"June 30th, 2015",Juan Luis Alvarado Romero,Catuai,Wet,7.25,7.17,6.75,7.25,7,6.92
79.17,Arabica,Costa Rica,NA,NA,s&d coffee and tea,2,kg,1,san rafael,2012,"December 10th, 2013",Brent Hall,Catuai,Wet,7.17,7.42,7.5,8,7.25,7.83
79.17,Arabica,Mexico,la tejeria,la tejeria,cafeorganico.mx,1,kg,10,zaragoza itundujia,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.25,7.08,6.92,7.08,7.17,7.17
79.17,Arabica,Mexico,el delirio,"yajalon, chiapas",NA,1,kg,53,yajalon,2012,"August 30th, 2012",JULIO CESAR ROBLES FLORES,Typica,Wet,7.17,6.92,6.92,7.08,7.17,7
79.08,Arabica,Guatemala,las merceditas,beneficio ixchel,"unex guatemala, s.a.",69,kg,50,san marcos,2017,"August 23rd, 2017",Juan Luis Alvarado Romero,Bourbon,Wet,7.58,7.67,7.42,7.42,7.67,7.67
79.08,Arabica,United States (Puerto Rico),hacienda caracolillo,hacienda alto grande,"hacienda alto grande, llc.",5,lbs,18,yauco region,2013,"June 9th, 2014",German Negron,Other,Wet,7.42,7.08,6.75,7.33,7.33,6.92
79.08,Arabica,Mexico,huanacaxtle,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,13,zaragoza itundujia,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.33,7,6.92,7.25,7.33,7.08
79.08,Arabica,Mexico,las palmas,"palo blanco, tlacuilotepec, puebla",productores e industrializadores de café orgánico la fe s.c. de r.l.,1,kg,10,tlacuilotepec,2012,"September 12th, 2012",JUANA RODRIGUEZ GUTIERREZ,Mundo Novo,Wet,7.25,7.08,6.75,7.33,7.42,7
79.08,Arabica,Mexico,el desmoronado,el desmoronado,NA,1,kg,10,talpa de allende,2012,"July 3rd, 2012",BALBINO RAMIREZ FLORES,Typica,Wet,7.17,7.25,7.25,7.17,7.25,7.08
79,Arabica,Guatemala,various,las americas,outspan guatemala s.a.,69,kg,250,oriente,2014,"September 11th, 2014",Juan Luis Alvarado Romero,Other,Wet,7.33,7.17,6.58,7.42,7.08,6.83
79,Arabica,Honduras,various,cafes finos de exportacion s. de r.l.,cafes finos de exportacion s de r.l.,2,kg,275,intibuca,2014,"April 26th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Wet,7,7,7,7,7,7
79,Arabica,Peru,NA,NA,sustainable harvest,69,kg,280,san ignacio,2012,"January 8th, 2013",Sustainable Harvest Coffee,Typica,Wet,7.67,7.17,7.08,7.25,8,7.5
79,Arabica,Mexico,NA,"iliatenco, guerrero",café monteabuelo s.a. de c.v.,1,kg,14,"iliatenco, guerrero",2012,"September 17th, 2012",GONZALO DE AQUINO FLORES,Mundo Novo,Dry,6.75,7.08,6.67,7.25,7.17,7.08
79,Arabica,Mexico,el sauce,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,16,zaragoza itundujia,2012,"September 12th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Semi-washed,7.5,7.17,6.92,7.5,7.25,7
79,Arabica,Mexico,pico del oro,"el pacayal, amatenango de la frontera, chiapas",café pico de loro,1,kg,120,amatenango de la frontera,2012,"August 30th, 2012",JUAN AVENAMAR RODRIGUEZ FUNEZ,Typica,Wet,7.17,6.83,6.83,7.25,7.17,6.92
78.92,Arabica,Mexico,santa teresa,amsa tuxtla,ecomtrading,1,kg,250,"la concordia, chiapas",2013,"March 12th, 2013",ALFREDO BOJALIL,Typica,Wet,7.33,7,6.75,7.08,7.17,7.25
78.92,Arabica,Mexico,la pandora,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,14,zaragoza itundujia,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.5,7,6.92,7.08,6.92,6.75
78.83,Arabica,Nicaragua,finca las marías,beneficio atlantic condega,exportadora atlantic s.a,1,kg,1,jalapa,2016,"May 22nd, 2017","Exportadora Atlantic, S.A.",Caturra,Other,7.17,7,6.92,7,7,7
78.75,Arabica,United States (Hawaii),NA,kona pacific farmers cooperative,kona pacific farmers cooperative,2,lbs,11,kona,2013,"January 17th, 2014",Eileen Koyanagi,NA,Dry,7.5,6.92,6.92,7.25,7.58,7.42
78.75,Arabica,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"July 5th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.33,7.08,6.33,7.25,7,7
78.75,Arabica,Mexico,"la patrona, el trebol, la cadena","tlavictepan, huatusco",empagri s.p.r. de r.l. de c.v.,1,kg,20,veracruz,2012,"August 1st, 2012",OCTAVIO AUGUSTO DIAZ TREJO,Typica,Wet,7.25,6.83,6.83,7,7.17,7
78.75,Arabica,Mexico,el tesoro,el tesoro,NA,1,kg,35,veracruz,2012,"July 16th, 2012",DAMASO MARTINEZ PEREZ,Typica,Semi-washed,7.25,7.33,7.17,7.25,7.08,7
78.75,Arabica,Mexico,los encinos,NA,NA,1,kg,10,"ohuapan, tlaltetela",2012,"June 6th, 2012","PRODUCTORES DE ESPECIALIDAD EMILIANO ZAPEATA, SPR.",Bourbon,Wet,7.67,7.17,6.83,7.33,7.58,7.17
78.67,Arabica,China,alicia's farm,yunnan louis herbs r&d center,yunnan louis herbs r& d center,2,kg,1,yunnan,2013,"April 26th, 2014",Adam Ciruli Ye,Typica,Wet,7,6.92,6.83,7.17,7.17,7.17
78.67,Arabica,Mexico,los pinos,los pinoslos pinos,NA,1,kg,20,yecuatla,2012,"September 17th, 2012",JUAN GARCIA HERNANDEZ,Caturra,Wet,6.92,6.92,6.67,7.25,7.17,6.92
78.58,Arabica,Nicaragua,NA,NA,exportadora atlantic s.a,2,kg,275,NA,2014,"March 28th, 2015","Exportadora Atlantic, S.A.",NA,Dry,6.83,7.08,6.92,6.75,7.25,7.08
78.58,Arabica,Guatemala,various,las americas,outspan guatemala s.a.,69,kg,250,oriente,2014,"September 4th, 2014",Juan Luis Alvarado Romero,Other,Wet,7.33,7.17,6.92,7.58,7.25,7.17
78.58,Arabica,Taiwan,kan tou mountain coffee 崁頭山咖啡館,kan tou mountain coffee 崁頭山咖啡館,"red on tree co., ltd.",20,kg,50,"dongshan dist., tainan city 臺南市東山區",2013,"July 22nd, 2014","Lin, Che-Hao Krude 林哲豪",Typica,Wet,6.83,6.75,7.17,7.25,7,6.92
78.58,Arabica,Mexico,grapos el porvenir,agroindustrias unidas de mexico,ecomtrading,1,kg,250,tapachula,2012,"July 26th, 2012",ALFREDO BOJALIL,Typica,Wet,7,7,6.75,7.33,6.92,6.92
78.58,Arabica,Mexico,cofradia,beneficio de cafetaleros el remudadero s.p.r. de r.l.,organizaciones de productores de cafe colimense sa de cv,1,kg,50,cofradia de suchitlan,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Wet,7.92,7.58,7.58,7.92,7.92,7.5
78.5,Arabica,Mexico,various,beneficio san fernando,unión de ejidos san fernando,69,kg,280,"sierra, chiapas",2014,"April 26th, 2014",Kurt Kappeli,Bourbon,Wet,7.25,6.75,6.92,6.92,7.25,7.58
78.5,Arabica,Mexico,finca sego,"villa talea de castro, oaxaca",villa talea café,1,kg,10,villa talea de castro,2012,"September 14th, 2012",ROSARIO MIGUEL HERNANDEZ,Typica,Wet,7.08,6.83,6.83,7,7,6.92
78.5,Arabica,Mexico,cerca de los angeles,beneficio seco de cafe de la soc. coop. tzotzilotic tzobolotic scl,NA,1,kg,20,los angeles,2012,"July 26th, 2012",FRANCISCO RUIZ NUNEZ,Caturra,Wet,7.25,7.17,7,6.83,7.58,7.08
78.42,Arabica,Brazil,santa maria,NA,bourbon specialty coffees,60,kg,300,monte carmelo,2014/2015,"December 16th, 2014",BOURBON SPECIALTY COFFEES,Catuai,Dry,6.83,7,6.92,7.08,6.92,6.83
78.42,Arabica,Mexico,el naranjo,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,10,zaragoza itundujia,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.58,7.17,7,7.17,7.33,7
78.33,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,5,kona,2014,"March 19th, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.5,7.75,7.58,7.83,7.92,7.92
78.33,Arabica,Guatemala,various,las americas,outspan guatemala s.a.,69,kg,275,oriente,2014,"February 27th, 2014",Juan Luis Alvarado Romero,Other,Wet,7.17,6.5,6.67,7,7.17,7.17
78.33,Arabica,Guatemala,el sacramento,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"February 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.17,7.17,6.5,7.17,7,6.83
78.33,Arabica,Mexico,llano hermoso,"llano hermoso, xochitonalco huautla, oaxaca",asociación agricola local de productores de café de huautla de jimenez,1,kg,100,"xochitonalco, huautla",2012,"September 11th, 2012",PABLO CERVANTES MORELOS,Typica,Dry,7.25,7.25,7,7.5,7.33,7.42
78.33,Arabica,Guatemala,conquista / morito,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"January 13th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.17,6.08,6.17,7.25,7.33,7.33
78.25,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,18,kona,2014,"January 20th, 2015",Eileen Koyanagi,Hawaiian Kona,Dry,7.5,7.5,7.33,7.58,7.5,7.42
78.25,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,5,kona,2012,"May 24th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.42,7.33,7.33,7.5,7.67,7.75
78.17,Arabica,Indonesia,various,east java,pt. shriya artha nusantara,1,kg,2,ijen,2016,"July 18th, 2017",SanJava Coffee,Java,Wet,6.92,6.83,6.92,6.92,6.92,6.83
78.08,Arabica,Mexico,NA,"cordoba, ver.",NA,1,kg,320,cordoba,2012,"July 11th, 2012",GUSTAVO AMIEVA GONZALEZ,Typica,Wet,7.08,6.83,6.67,7.25,7.25,6.92
78,Arabica,Taiwan,大鋤花間 (hoe vs. flower coffee farm),大鋤花間 (hoe vs. flower coffee farm),taiwan coffee laboratory,10,kg,8,"台南市東山區( dongshan dist., tainan city)",2016,"June 6th, 2017","Lin, Che-Hao Krude 林哲豪",Yellow Bourbon,Wet,7.5,7.08,7.33,7.17,7.5,7.5
78,Arabica,Honduras,various,cafes finos de exportacion s. de r.l.,cafes finos de exportacion s de r.l.,2,kg,275,intibuca,2014,"May 15th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Dry,6.83,7,6.67,7,7,6.83
78,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,5,kona,2014,"March 18th, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.58,7.33,7.5,7.42,7.5,7.33
78,Arabica,Guatemala,various,las americas,outspan guatemala s.a.,69,kg,275,oriente,2014,"February 7th, 2014",Juan Luis Alvarado Romero,Other,Wet,7.42,7.25,6.83,7.33,7,6.92
78,Arabica,China,hani,hani,greenhouse coffee china,2,kg,16,yunnan,2013,"September 5th, 2013",Samuel Eli Gurel,Typica,Wet,7.33,7.17,6.92,7.08,7.33,7
78,Arabica,Guatemala,la union monte verde,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"April 29th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7,6.83,6.83,7.17,6.67,6.83
78,Arabica,Mexico,finca la fortuna,finca la fortuna,industrializadora de kaffee andes s.a. de c.v.,1,kg,10,"motozintla, chiapas",2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Wet,7.25,7.33,7,7,7.25,7.08
77.92,Arabica,Costa Rica,several,several,santa laura exportadora de cafe s.l.e.c. s.a.,1,kg,250,occidental,2014,"February 3rd, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Wet,7.5,7.25,7.42,7,7.08,6.83
77.92,Arabica,Mexico,el regadito,el regadito,NA,1,kg,50,petatlan,2012,"July 26th, 2012",GUSTAVO ABARCA SOLIS,Typica,Wet,7.42,7.25,7,7,7.25,7.08
77.92,Arabica,Guatemala,conquista / morito,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"January 13th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.17,6.17,6.17,7.08,7.33,6.83
77.83,Arabica,Brazil,NA,n/a,green mountain coffee,5,lbs,1,NA,2014,"August 25th, 2014",Cafe Politico,NA,Wet,7,6.75,6.67,6.83,7.08,6.83
77.83,Arabica,Guatemala,el sacramento,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2013,"February 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7,6.83,6.67,7.17,6.83,6.83
77.67,Arabica,Taiwan,"dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡","dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡","red on tree co., ltd.",10,kg,100,"dongshan dist., tainan city 臺南市東山區",2012,"May 29th, 2013","Lin, Che-Hao Krude 林哲豪",Typica,Wet,7.17,6.75,6.58,7.33,7.33,7.17
77.58,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,5,kona,2013,"May 3rd, 2013",Kona Pacific Farmers Cooperative,NA,Dry,7.58,7.67,7.58,7.67,7.42,7.42
77.5,Arabica,Mexico,rancho los laureles,rancho los laureles,NA,1,kg,23,coatepec,2012,"September 17th, 2012",STEPHANY ESCAMILLA FEMAT,Typica,Wet,7.17,6.75,6.58,6.75,6.83,6.75
77.42,Arabica,Guatemala,la esperanza y anexos,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2013,"January 29th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,7.08,6.92,6.33,7,6.92,7
77.33,Arabica,Brazil,fazenda capoeirnha,dry mill,ipanema coffees,60,kg,320,south of minas,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Dry,7.5,7.33,7.42,7.58,7.58,6.92
77.33,Arabica,Guatemala,various,las americas,outspan guatemala s.a.,69,kg,275,oriente,2014,"April 8th, 2014",Juan Luis Alvarado Romero,Other,Wet,7.33,7,6.83,7.17,7.17,7.17
77.33,Arabica,Mexico,el naranjo,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,10,zaragoza itundujia,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.33,7,6.67,7,6.92,6.92
77.25,Arabica,Haiti,mixed,kkkld,haiti coffee,4,lbs,1,"dondon, haiti",2013,"May 5th, 2014",Myriam Kaplan-Pasternak,Typica,Wet,6.83,6.83,6.83,6.75,6.92,6.92
77.25,Arabica,United States (Hawaii),NA,kona pacific farmers cooperative,kona pacific farmers cooperative,2,lbs,9,kona,2013,"January 27th, 2014",Eileen Koyanagi,NA,Dry,7.08,6.92,6.83,6.67,7.58,7.42
77.17,Arabica,Mexico,finca los andes,finca la fortuna,industrializadora de kaffee andes s.a. de c.v.,1,kg,10,"motozintla, chiapas",2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Wet,7.08,7,7,7.25,7.33,7.25
77,Arabica,Peru,"producer group (approx. 1,000 farmers)",n/a,"tony's coffee and teas, inc.",2,kg,275,san ignacio,2014,"June 16th, 2015",Andrew Bowman,Caturra,Wet,7.42,7.75,7.42,7.67,7.92,7.83
76.83,Arabica,India,NA,"aspinwall & co. ltd, mangalore",olam japan,50,kg,20,chickmangalore,2016,"January 16th, 2017",Joshua Marsceau,NA,Dry,7.67,7.33,7.17,6.67,7.17,7.42
76.5,Arabica,Guatemala,conquista / morito,beneficio ixchel,asociación nacional del café - anacafe -,2,kg,250,oriente,2012,"January 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,6.42,6.5,6.5,7.33,6.33,6.92
76.42,Arabica,Mexico,NA,exportadora moretto s.a. de c.v.,exportadora moretto s.a. de c.v.,1,kg,10,coatepec,2012,"July 26th, 2012",HOMERO ANTONIO DE ANDA ANDRADE,Typica,Wet,7.17,6.58,6.58,7,7.25,6.58
76.33,Arabica,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.5,7,6.83,7.5,7.17,7.33
76.33,Arabica,Guatemala,conquista / morito,beneficio ixchel,eduardo ambrocio,2,kg,250,oriente,2011/2012,"January 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,6.17,6.5,6.5,7.17,7,6.83
76.25,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,2,kona,2014,"March 18th, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.25,7.08,6.83,7.17,7.33,6.83
76.17,Arabica,United States (Hawaii),NA,kona pacific farmers cooperative,kona pacific farmers cooperative,100,lbs,6,kona,2013,"January 20th, 2014",Eileen Koyanagi,NA,Dry,7.5,7.33,7.33,7.58,7.67,7.25
76.17,Arabica,Mexico,agua de la mariposa,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,11,zaragoza itundujia,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.42,7,6.83,7.08,6.92,6.83
76.17,Arabica,Indonesia,1,1,NA,2,kg,15,indonesia,2011,"January 18th, 2012",William Ho,Other,Dry,7.33,7,6.5,6.08,7.58,6.33
76.08,Arabica,Mexico,finca tepictla,tepictla y xalapa veracruz,el mejor café,1,kg,20,tepictla,2012,"September 10th, 2012",GUILLERMO EDUARDO BOBADILLA MUGUIRA,Bourbon,Wet,7.08,6.83,6.83,7.17,7.17,7.08
76,Arabica,Honduras,various,cafes finos de exportacion s. de r.l.,cafes finos de exportacion s de r.l.,2,kg,275,intibuca,2014,"May 15th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Dry,6.83,6.83,6.67,6.83,7,6.83
75.83,Arabica,Philippines,various,NA,prime3,2,kg,1,"benguet, mountain province",2012,"May 14th, 2013",Ana Gonzales,NA,Wet,6.83,6.5,6.5,6.92,6.75,7
75.67,Arabica,Brazil,NA,copag,volcafe ltda.,59,kg,440,monte carmelo,2017 / 2018,"October 27th, 2017",Volcafe Ltda. - Brasil,NA,Dry,7.17,7,6.83,7.5,7.17,7
75.58,Arabica,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,7.92,7.58,7.17,7.58,7.33,7.17
75.58,Arabica,Guatemala,conquista / morito,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"January 6th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,6.67,6.5,6.33,7,7.17,6.75
75.5,Arabica,Mexico,la joya,"palo blanco, tlacuilotepec, puebla",productores e industrializadores de café orgánico la fe s.c. de r.l.,1,kg,10,tlacuilotepec,2012,"September 12th, 2012",JUANA RODRIGUEZ GUTIERREZ,Pacamara,Wet,7.5,7.25,6.92,7,7.17,6.83
75.17,Arabica,Mexico,"zaragoza, montelibano, pamal navil","zaragoza, montelibano, pamal navil",sposel s. de s.s.,1,kg,100,ocosingo,2012,"September 12th, 2012",FRANCISCO HERNANDEZ LORENZO,Mundo Novo,Wet,7.17,6.92,6.67,6.83,7.25,7.75
75.17,Arabica,Mexico,finca monte grande,NA,cafe montegrande,1,kg,36,NA,2012,"June 6th, 2012",MONTEGRANDE,Other,Wet,7.25,6.83,6.67,7.08,7.17,6.83
75.17,Arabica,Mexico,peña campana,peña campana,union regional de cafeticultores de la mazateca alta,1,kg,18,huautla de jimenez,2012,"March 5th, 2012",MARTIN JIMENEZ CASIANO,Typica,Wet,7.17,7.17,6.83,7.17,7.42,6.67
75,Arabica,Mexico,la cruz,mecatlán veracruz,grupo juvenil magtayani ac,1,kg,43,menglian,2012,"July 11th, 2012","GRUPO JUVENIL MAGTAYANI, AC",Typica,Wet,7,6.92,6.75,6.92,7.17,6.83
74.92,Arabica,Mexico,el limón,"zaragoza itundujia, oaxaca",cafeorganico.mx,1,kg,14,zaragoza itundujia,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Wet,7.08,6.75,6.58,7,7,6.75
74.83,Arabica,Mexico,la orduña,falcafe s.a. de c.v.,NA,1,kg,20,coatepec,2012,"August 1st, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Wet,7.33,6.75,6.67,7.25,7.5,7
74.75,Arabica,Guatemala,conquista / morito,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"January 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,6.75,6.5,6.17,7,7.25,6.75
74.75,Arabica,Guatemala,conquista / morito,beneficio ixchel,"unex guatemala, s.a.",1,kg,250,oriente,2012,"January 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Wet,6.75,6.67,6.17,7.17,7,6.58
74.67,Arabica,Mexico,sierra madre,"angel albino corzo, chiapas",cesmach s.c.,1,kg,275,chiapas,2013,"March 29th, 2013",NESTOR MENDEZ GOMEZ,Typica,Wet,7.08,7,6.83,7.5,7.33,6.83
74.42,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,3,kona,2014,"March 13th, 2014",Eileen Koyanagi,Hawaiian Kona,Dry,7.5,7.25,7,7.25,7.42,7.33
74.33,Arabica,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",69,kg,250,oriente,2013,"June 6th, 2013",Juan Luis Alvarado Romero,Bourbon,Wet,6.5,6.33,6.5,7.5,7.33,6.83
74.33,Arabica,Mexico,las ceibas,catuai amarillo sss,NA,1,kg,20,"chocaman, veracruz",2012,"September 10th, 2012",JORGE OCTAVIO ESCAMILLA PRADO,Typica,Wet,7,6.58,6.67,6.83,7.08,6.83
74,Arabica,Mexico,la marina-el orizabeño,beneficio de café tecoxolco s. de r.l. de c.v.,NA,1,kg,100,xalapa,2012,"September 17th, 2012",MYRNA ROXANA GALVEZ GONZALEZ,Typica,Wet,6.92,6.42,6.17,7.33,7.25,6.75
73.83,Arabica,Mexico,rancho vigia,rancho vigia,NA,1,kg,20,coatepec,2012,"August 1st, 2012",EUGENE HOLMAN PEW,Typica,Wet,7.67,7,7.17,7.58,7.33,7.33
73.67,Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,100,lbs,22,kona,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Dry,7.17,7.17,7.17,7.58,7.67,6.92
